experiment_name,gen_model,embed_model,num_docs,chunk_size,chunk_overlap,num_questions_per_doc,total_questions,concurrency,total_input_tokens,total_output_tokens,total_tokens,total_runtime_seconds,tokens_per_second,cost_api_total,cost_api_per_1k_tokens,cost_api_per_document,cost_api_per_question,cost_api_input,cost_api_output,cost_local_total,cost_local_per_1k_tokens,cost_local_per_document,cost_local_per_question,cost_local_runtime_hours,cost_difference,cost_ratio,total_cost,cost_per_1k_tokens,cost_per_document,cost_per_question,pricing_mode,nolh_sample_idx,nolh_num_docs,nolh_chunk_size,nolh_num_questions
nolh_docs15_chunk1700_q7,gemma3:1b,embeddinggemma,15,1700,50,7,103,1,60925,1419,62344,40.036895708006384,1557.1636835853074,0.1665025,0.0026707060823816246,0.011100166666666666,0.001616529126213592,0.1523125,0.014190000000000001,0.016682039878335993,0.000267580519028872,0.0011121359918890663,0.0001619615522168543,0.011121359918890662,0.149820460121664,9.980943650436133,0.1665025,0.0026707060823816246,0.011100166666666666,0.001616529126213592,both,49,15,1700,7
nolh_docs29_chunk1458_q4,gemma3:1b,embeddinggemma,29,1458,50,4,114,1,73332,1665,74997,53.33076200293726,1406.261549307498,0.19998,0.002666506660266411,0.006895862068965517,0.0017542105263157893,0.18333,0.01665,0.022221150834557193,0.00029629386288194454,0.0007662465805019722,0.00019492237574172976,0.014814100556371461,0.1777588491654428,8.999533889532012,0.19998,0.002666506660266411,0.006895862068965517,0.0017542105263157893,both,50,29,1458,4
nolh_docs6_chunk3472_q10,gemma3:1b,embeddinggemma,6,3472,50,10,55,1,32009,695,32704,19.54543829201431,1673.229298386309,0.0869725,0.002659384173189824,0.014495416666666665,0.0015813181818181818,0.0800225,0.00695,0.00814393262167263,0.00024901946617149676,0.001357322103612105,0.00014807150221222962,0.005429288414448419,0.07882856737832736,10.67942283419055,0.0869725,0.002659384173189824,0.014495416666666665,0.0015813181818181818,both,51,6,3472,10
nolh_docs9_chunk1542_q6,gemma3:1b,embeddinggemma,9,1542,50,6,53,1,32353,724,33077,21.859229667999884,1513.182326293136,0.0881225,0.0026641624089246306,0.00979138888888889,0.0016626886792452831,0.08088250000000001,0.00724,0.009108012361666619,0.0002753578728925422,0.0010120013735185132,0.0001718492898427664,0.006072008241111079,0.07901448763833338,9.675272331742313,0.0881225,0.0026641624089246306,0.00979138888888889,0.0016626886792452831,both,52,9,1542,6
nolh_docs25_chunk3547_q3,gemma3:1b,embeddinggemma,25,3547,50,3,75,1,50891,1092,51983,40.01395667197357,1299.1217146093866,0.1381475,0.0026575515072235155,0.0055259,0.0018419666666666668,0.1272275,0.010920000000000001,0.016672481946655653,0.0003207295066974906,0.0006668992778662261,0.00022229975928874204,0.011114987964437101,0.12147501805334435,8.285958889744736,0.1381475,0.0026575515072235155,0.0055259,0.0018419666666666668,both,53,25,3547,3
nolh_docs14_chunk1041_q3,gemma3:1b,embeddinggemma,14,1041,50,3,42,1,28653,594,29247,23.332961372034333,1253.4628388428193,0.0775725,0.0026523233152118166,0.005540892857142857,0.0018469642857142858,0.0716325,0.00594,0.00972206723834764,0.0003324124607087099,0.0006944333741676885,0.00023147779138922952,0.006481378158898426,0.06785043276165237,7.979012909314563,0.0775725,0.0026523233152118166,0.005540892857142857,0.0018469642857142858,both,54,14,1041,3
nolh_docs44_chunk2846_q10,gemma3:1b,embeddinggemma,44,2846,50,10,435,1,246070,5665,251735,143.6231386289802,1752.7468234091707,0.671825,0.002668778675988639,0.01526875,0.0015444252873563218,0.615175,0.05665,0.05984297442874175,0.00023772210629726399,0.0013600676006532216,0.000137570056158027,0.039895316285827834,0.6119820255712582,11.226464032130925,0.671825,0.002668778675988639,0.01526875,0.0015444252873563218,both,55,44,2846,10
nolh_docs13_chunk894_q3,gemma3:1b,embeddinggemma,13,894,50,3,39,1,26581,570,27151,21.980947872012617,1235.2060592696362,0.0721525,0.0026574527641707486,0.005550192307692307,0.0018500641025641024,0.0664525,0.005699999999999999,0.009158728280005258,0.0003373256336785112,0.0007045175600004044,0.0002348391866668015,0.0061058188533368385,0.06299377171999473,7.878004215663724,0.0721525,0.0026574527641707486,0.005550192307692307,0.0018500641025641024,both,56,13,894,3
nolh_docs7_chunk284_q8,gemma3:1b,embeddinggemma,7,284,28,8,53,1,31329,724,32053,20.2672344570019,1581.5181922329994,0.0855625,0.002669406919789099,0.012223214285714285,0.0016143867924528301,0.0783225,0.00724,0.008444681023750792,0.00026345992648896493,0.0012063830033929703,0.00015933360422171306,0.005629787349167195,0.07711781897624921,10.132117454685877,0.0855625,0.002669406919789099,0.012223214285714285,0.0016143867924528301,both,57,7,284,8
nolh_docs47_chunk1864_q2,gemma3:1b,embeddinggemma,47,1864,50,2,94,1,71481,1432,72913,62.28286949596804,1170.6750281426919,0.19302249999999999,0.00264729883559859,0.00410686170212766,0.00205343085106383,0.1787025,0.01432,0.02595119562332002,0.0003559200090974177,0.000552153098368511,0.0002760765491842555,0.017300797082213347,0.16707130437667997,7.437903933279587,0.19302249999999999,0.00264729883559859,0.00410686170212766,0.00205343085106383,both,58,47,1864,2
nolh_docs8_chunk3630_q9,gemma3:1b,embeddinggemma,8,3630,50,9,68,1,39779,837,40616,23.76681324899983,1708.9375666175702,0.10781750000000001,0.0026545573173133745,0.013477187500000001,0.0015855514705882354,0.09944750000000001,0.00837,0.009902838853749929,0.0002438162018354818,0.0012378548567187411,0.0001456299831433813,0.00660189256916662,0.09791466114625008,10.887534533511321,0.10781750000000001,0.0026545573173133745,0.013477187500000001,0.0015855514705882354,both,59,8,3630,9
nolh_docs39_chunk522_q7,gemma3:1b,embeddinggemma,39,522,50,7,269,1,158835,3646,162481,99.33118558304679,1635.7501327129153,0.43354750000000003,0.002668296600833328,0.011116602564102565,0.001611700743494424,0.39708750000000004,0.03646,0.04138799399293616,0.0002547251308949118,0.0010612306152034913,0.00015385871372838723,0.027591995995290775,0.39215950600706384,10.47519964543329,0.43354750000000003,0.002668296600833328,0.011116602564102565,0.001611700743494424,both,60,39,522,7
nolh_docs46_chunk1126_q5,gemma3:1b,embeddinggemma,46,1126,50,5,225,1,138639,3064,141703,93.48947991298327,1515.710646073678,0.37723750000000006,0.0026621701728262634,0.008200815217391305,0.0016766111111111114,0.34659750000000006,0.03064,0.03895394996374303,0.0002748985551734475,0.000846824999211805,0.00017312866650552459,0.025969299975828686,0.33828355003625704,9.68419121427017,0.37723750000000006,0.0026621701728262634,0.008200815217391305,0.0016766111111111114,both,61,46,1126,5
nolh_docs42_chunk3210_q1,gemma3:1b,embeddinggemma,42,3210,50,1,42,1,42137,2833,44970,84.10435620000499,534.6928748025698,0.1336725,0.0029724816544362907,0.0031826785714285715,0.0031826785714285715,0.1053425,0.02833,0.035043481750002076,0.0007792635479208823,0.0008343686130952875,0.0008343686130952875,0.023362321166668053,0.09862901824999792,3.814475426660254,0.1336725,0.0029724816544362907,0.0031826785714285715,0.0031826785714285715,both,62,42,3210,1
nolh_docs34_chunk371_q6,gemma3:1b,embeddinggemma,34,371,37,6,202,1,121551,2744,124295,77.32945117101923,1607.3436202865753,0.33131750000000004,0.002665573836437508,0.009744632352941178,0.0016401856435643567,0.3038775,0.027440000000000003,0.032220604654591346,0.0002592268768220069,0.0009476648427820984,0.00015950794383461062,0.0214804031030609,0.2990968953454087,10.282783440961534,0.33131750000000004,0.002665573836437508,0.009744632352941178,0.0016401856435643567,both,63,34,371,6
nolh_docs28_chunk3482_q5,gemma3:1b,embeddinggemma,28,3482,50,5,139,1,85751,1979,87730,59.32764042099732,1478.7373874547432,0.23416750000000003,0.002669183859569133,0.008363125,0.0016846582733812952,0.21437750000000003,0.019790000000000002,0.02471985017541555,0.0002817719158260065,0.0008828517919791268,0.00017784064874399677,0.0164799001169437,0.20944764982458447,9.472852721125506,0.23416750000000003,0.002669183859569133,0.008363125,0.0016846582733812952,both,64,28,3482,5
nolh_docs32_chunk2667_q10,gemma3:1b,embeddinggemma,32,2667,50,10,314,1,178948,4264,183212,106.42292175103638,1721.546420503305,0.49001000000000006,0.0026745518852476914,0.015312812500000002,0.0015605414012738856,0.44737000000000005,0.042640000000000004,0.044342884062931825,0.00024203045686380708,0.0013857151269666195,0.00014121937599659816,0.029561922708621218,0.4456671159370682,11.05047653879647,0.49001000000000006,0.0026745518852476914,0.015312812500000002,0.0015605414012738856,both,65,32,2667,10
nolh_docs18_chunk2940_q4,gemma3:1b,embeddinggemma,18,2940,50,4,72,1,46214,1060,47274,35.081579703997704,1347.5447912801062,0.126135,0.0026681685493082875,0.0070075,0.001751875,0.115535,0.0106,0.01461732487666571,0.00030920431689016606,0.0008120736042592061,0.00020301840106480153,0.009744883251110474,0.11151767512333428,8.629143914106674,0.126135,0.0026681685493082875,0.0070075,0.001751875,both,66,18,2940,4
nolh_docs19_chunk3682_q7,gemma3:1b,embeddinggemma,19,3682,50,7,131,1,77459,1864,79323,50.74950466799058,1563.0300338681272,0.2122875,0.002676241443213191,0.011173026315789474,0.0016205152671755724,0.1936475,0.01864,0.021145626944996075,0.0002665762382284593,0.0011129277339471618,0.00016141699958012272,0.014097084629997383,0.1911418730550039,10.039309808699521,0.2122875,0.002676241443213191,0.011173026315789474,0.0016205152671755724,both,67,19,3682,7
nolh_docs6_chunk2831_q4,gemma3:1b,embeddinggemma,6,2831,50,4,24,1,15617,316,15933,12.010359085004893,1326.6047990099298,0.042202500000000004,0.0026487478817548487,0.007033750000000001,0.0017584375000000002,0.0390425,0.00316,0.005004316285418706,0.0003140849987710228,0.000834052714236451,0.00020851317855911274,0.003336210856945804,0.0371981837145813,8.433219963128083,0.042202500000000004,0.0026487478817548487,0.007033750000000001,0.0017584375000000002,both,68,6,2831,4
nolh_docs26_chunk439_q8,gemma3:1b,embeddinggemma,26,439,43,8,205,1,118818,2826,121644,73.9019373379997,1646.0190947856488,0.325305,0.0026742379402189998,0.01251173076923077,0.0015868536585365853,0.297045,0.02826,0.030792473890833207,0.00025313598608096746,0.0011843259188782003,0.0001502071897113815,0.020528315927222138,0.2945125261091668,10.564432112641718,0.325305,0.0026742379402189998,0.01251173076923077,0.0015868536585365853,both,69,26,439,8
nolh_docs20_chunk646_q3,gemma3:1b,embeddinggemma,20,646,50,3,60,1,40955,900,41855,33.17763566894426,1261.5425769829083,0.1113875,0.0026612710548321586,0.005569375,0.0018564583333333334,0.10238749999999999,0.009000000000000001,0.01382401486206011,0.0003302834753807218,0.0006912007431030054,0.00023040024770100184,0.009216009908040073,0.09756348513793989,8.057536186951161,0.1113875,0.0026612710548321586,0.005569375,0.0018564583333333334,both,70,20,646,3
nolh_docs35_chunk1989_q4,gemma3:1b,embeddinggemma,35,1989,50,4,138,1,88733,1944,90677,63.43349062497872,1429.481479051594,0.2412725,0.0026607904981417563,0.0068935,0.0017483514492753623,0.22183250000000002,0.01944,0.02643062109374113,0.0002914809829807022,0.000755160602678318,0.00019152623980971833,0.017620414062494087,0.21484187890625886,9.128521768152252,0.2412725,0.0026607904981417563,0.0068935,0.0017483514492753623,both,71,35,1989,4
nolh_docs50_chunk2460_q6,gemma3:1b,embeddinggemma,50,2460,50,6,295,1,177160,4062,181222,115.06331242500896,1574.9763863100075,0.48352,0.00266810872852082,0.009670400000000001,0.001639050847457627,0.4429,0.04062,0.04794304684375374,0.0002645542309639765,0.0009588609368750748,0.00016251880286018215,0.03196203122916916,0.4355769531562463,10.085299784466983,0.48352,0.00266810872852082,0.009670400000000001,0.001639050847457627,both,72,50,2460,6
nolh_docs43_chunk2379_q7,gemma3:1b,embeddinggemma,43,2379,50,7,293,1,171983,4056,176039,109.50239200497141,1607.6269821759495,0.4705175,0.0026728026176017815,0.010942267441860465,0.0016058617747440273,0.4299575,0.04056,0.04562599666873809,0.00025918118524155494,0.0010610696899706533,0.00015572012514927674,0.03041733111249206,0.4248915033312619,10.312487054609111,0.4705175,0.0026728026176017815,0.010942267441860465,0.0016058617747440273,both,73,43,2379,7
nolh_docs33_chunk3066_q8,gemma3:1b,embeddinggemma,33,3066,50,8,260,1,151198,3544,154742,93.2563629589713,1659.3184109922847,0.413435,0.002671769784544597,0.012528333333333334,0.0015901346153846154,0.377995,0.03544,0.03885681789957137,0.00025110711958984224,0.0011774793302900416,0.00014944929961373604,0.025904545266380915,0.37457818210042865,10.639960304226575,0.413435,0.002671769784544597,0.012528333333333334,0.0015901346153846154,both,74,33,3066,8
nolh_docs46_chunk2277_q5,gemma3:1b,embeddinggemma,46,2277,50,5,227,1,139727,3127,142854,94.1885202090199,1516.681647434139,0.3805875,0.0026641711117644587,0.008273641304347826,0.0016765969162995595,0.3493175,0.03127,0.03924521675375829,0.00027472256117265384,0.0008531568859512672,0.00017288641741743742,0.02616347783583886,0.3413422832462417,9.697678634009668,0.3805875,0.0026641711117644587,0.008273641304347826,0.0016765969162995595,both,75,46,2277,5
nolh_docs48_chunk3360_q5,gemma3:1b,embeddinggemma,48,3360,50,5,237,1,145975,3196,149171,97.35354942099355,1532.2605173328423,0.39689749999999996,0.0026606880693968663,0.008268697916666666,0.0016746729957805905,0.36493749999999997,0.03196,0.040563978925413975,0.00027192938926074085,0.0008450828942794578,0.000171156029221156,0.02704265261694265,0.356333521074586,9.784481466420875,0.39689749999999996,0.0026606880693968663,0.008268697916666666,0.0016746729957805905,both,76,48,3360,5
nolh_docs49_chunk2766_q1,gemma3:1b,embeddinggemma,49,2766,50,1,49,1,49185,2979,52164,91.57577441303147,569.6266325275752,0.1527525,0.002928312629399586,0.003117397959183674,0.003117397959183674,0.1229625,0.02979,0.03815657267209645,0.0007314732894735152,0.0007787055647366621,0.0007787055647366621,0.025437715114730964,0.11459592732790357,4.003307668974853,0.1527525,0.002928312629399586,0.003117397959183674,0.003117397959183674,both,77,49,2766,1
nolh_docs10_chunk1050_q7,gemma3:1b,embeddinggemma,10,1050,50,7,67,1,39969,912,40881,25.940225041987997,1575.9693654865446,0.10904250000000001,0.0026673148895574963,0.01090425,0.0016275000000000003,0.09992250000000001,0.009120000000000001,0.010808427100828332,0.0002643875419101375,0.0010808427100828333,0.00016131980747504973,0.007205618067218888,0.09823407289917169,10.088655729716978,0.10904250000000001,0.0026673148895574963,0.01090425,0.0016275000000000003,both,78,10,1050,7
nolh_docs36_chunk1266_q9,gemma3:1b,embeddinggemma,36,1266,50,9,320,1,183679,4423,188102,111.09034474597136,1693.234460925745,0.5034275,0.00267635378677526,0.013984097222222222,0.0015732109375000002,0.45919750000000004,0.04423,0.04628764364415473,0.0002460773603903985,0.0012857678790042981,0.00014464888638798353,0.030858429096103156,0.4571398563558453,10.876066707352763,0.5034275,0.00267635378677526,0.013984097222222222,0.0015732109375000002,both,79,36,1266,9
nolh_docs24_chunk1424_q9,gemma3:1b,embeddinggemma,24,1424,50,9,212,1,122303,3076,125379,77.77325820203255,1612.1093920779483,0.3365175,0.002684002105615773,0.014021562500000001,0.0015873466981132078,0.3057575,0.030760000000000003,0.0324055242508469,0.000258460541644509,0.0013502301771186208,0.00015285624646625896,0.021603682833897932,0.3041119757491531,10.384572006768424,0.3365175,0.002684002105615773,0.014021562500000001,0.0015873466981132078,both,80,24,1424,9
nolh_docs7_chunk2629_q8,gemma3:1b,embeddinggemma,7,2629,50,8,52,1,30813,672,31485,19.64602012400428,1602.6146670556643,0.08375250000000001,0.002660076226774655,0.011964642857142858,0.001610625,0.0770325,0.00672,0.008185841718335116,0.0002599917966757223,0.0011694059597621594,0.00015742003304490608,0.005457227812223411,0.0755666582816649,10.231385223636364,0.08375250000000001,0.002660076226774655,0.011964642857142858,0.001610625,both,81,7,2629,8
nolh_docs11_chunk1514_q8,gemma3:1b,embeddinggemma,11,1514,50,8,84,1,48998,1152,50150,32.205064540983585,1557.2084923531208,0.134015,0.002672283150548355,0.012183181818181817,0.0015954166666666666,0.12249499999999999,0.011519999999999999,0.013418776892076493,0.0002675728193833797,0.0012198888083705902,0.0001597473439532916,0.008945851261384329,0.1205962231079235,9.987124838414525,0.134015,0.002672283150548355,0.012183181818181817,0.0015954166666666666,both,82,11,1514,8
nolh_docs20_chunk2029_q9,gemma3:1b,embeddinggemma,20,2029,50,9,176,1,101291,2447,103738,63.05683787699677,1645.150684567451,0.2776975,0.0026769120283791858,0.013884875,0.0015778267045454544,0.2532275,0.024470000000000002,0.026273682448748656,0.0002532696065930388,0.0013136841224374329,0.00014928228664061737,0.01751578829916577,0.2514238175512513,10.569416774435666,0.2776975,0.0026769120283791858,0.013884875,0.0015778267045454544,both,83,20,2029,9
nolh_docs33_chunk1407_q6,gemma3:1b,embeddinggemma,33,1407,50,6,196,1,117932,2750,120682,77.91882099995559,1548.8170694994062,0.32233000000000006,0.0026709036973202303,0.00976757575757576,0.001644540816326531,0.29483000000000004,0.0275,0.03246617541664816,0.0002690225171661736,0.0009838234974741866,0.00016564375212575592,0.021644116944432107,0.2898638245833519,9.928178969756756,0.32233000000000006,0.0026709036973202303,0.00976757575757576,0.001644540816326531,both,84,33,1407,6
nolh_docs27_chunk3595_q3,gemma3:1b,embeddinggemma,27,3595,50,3,81,1,55103,1200,56303,43.76841633400177,1286.384217567878,0.14975750000000002,0.002659849386355967,0.005546574074074074,0.0018488580246913582,0.1377575,0.012,0.018236840139167404,0.0003239053005908638,0.0006754385236728668,0.00022514617455762228,0.012157893426111602,0.1315206598608326,8.211811852118212,0.14975750000000002,0.002659849386355967,0.005546574074074074,0.0018488580246913582,both,85,27,3595,3
nolh_docs34_chunk1769_q8,gemma3:1b,embeddinggemma,34,1769,50,8,269,1,156371,3769,160140,97.42865487401286,1643.6642813870371,0.42861750000000004,0.0026765174222555263,0.012606397058823531,0.0015933736059479556,0.39092750000000004,0.03769,0.04059527286417203,0.0002534986440874986,0.0011939786136521185,0.00015091179503409676,0.02706351524278135,0.388022227135828,10.558310605131636,0.42861750000000004,0.0026765174222555263,0.012606397058823531,0.0015933736059479556,both,86,34,1769,8
nolh_docs39_chunk2753_q6,gemma3:1b,embeddinggemma,39,2753,50,6,229,1,138027,3140,141167,88.80624875300435,1589.6066096950667,0.37646749999999995,0.002666823691089277,0.00965301282051282,0.0016439628820960697,0.34506749999999997,0.031400000000000004,0.03700260364708515,0.000262119359673898,0.0009487847088996193,0.00016158342203967315,0.0246684024313901,0.3394648963529148,10.174081358992582,0.37646749999999995,0.002666823691089277,0.00965301282051282,0.0016439628820960697,both,87,39,2753,6
nolh_docs42_chunk849_q8,gemma3:1b,embeddinggemma,42,849,50,8,332,1,192274,4408,196682,116.61658807704225,1686.5696659729306,0.524765,0.002668088589703176,0.012494404761904762,0.0015806174698795182,0.48068500000000003,0.04408,0.04859024503210094,0.0002470497810277551,0.0011569105960024032,0.0001463561597352438,0.03239349668806729,0.47617475496789907,10.799801475652496,0.524765,0.002668088589703176,0.012494404761904762,0.0015806174698795182,both,88,42,849,8
nolh_docs21_chunk2985_q10,gemma3:1b,embeddinggemma,21,2985,50,10,205,1,116808,2860,119668,71.71233321099129,1668.7227237177465,0.32062,0.002679245913694555,0.015267619047619049,0.001564,0.29202,0.0286,0.029880138837913038,0.00024969197143691747,0.0014228637541863353,0.000145756774819088,0.01992009255860869,0.290739861162087,10.730204492664049,0.32062,0.002679245913694555,0.015267619047619049,0.001564,both,89,21,2985,10
nolh_docs44_chunk1934_q2,gemma3:1b,embeddinggemma,44,1934,50,2,88,1,66786,1304,68090,57.891829291009344,1176.1590682810647,0.180005,0.002643633426347481,0.004091022727272727,0.0020455113636363635,0.166965,0.013040000000000001,0.02412159553792056,0.00035426047199178383,0.0005482180804072855,0.00027410904020364274,0.01608106369194704,0.15588340446207943,7.462400226262877,0.180005,0.002643633426347481,0.004091022727272727,0.0020455113636363635,both,90,44,1934,2
nolh_docs49_chunk755_q2,gemma3:1b,embeddinggemma,49,755,50,2,97,1,74054,1522,75576,65.39261011098279,1155.7269219218228,0.20035500000000003,0.0026510400127024458,0.004088877551020408,0.0020655154639175263,0.18513500000000002,0.015220000000000001,0.027246920879576163,0.00036052345823510325,0.0005560596097872687,0.0002808960915420223,0.01816461391971744,0.17310807912042386,7.35330795305325,0.20035500000000003,0.0026510400127024458,0.004088877551020408,0.0020655154639175263,both,91,49,755,2
nolh_docs23_chunk349_q9,gemma3:1b,embeddinggemma,23,349,34,9,203,1,116895,2834,119729,73.10173070802544,1637.8408396130571,0.32057749999999996,0.0026775259126861494,0.013938152173913042,0.0015791995073891625,0.2922375,0.02834,0.03045905446167727,0.0002543999737881154,0.0013243067157250987,0.00015004460325949393,0.020306036307784846,0.29011844553832267,10.524867093407039,0.32057749999999996,0.0026775259126861494,0.013938152173913042,0.0015791995073891625,both,92,23,349,9
nolh_docs16_chunk1677_q2,gemma3:1b,embeddinggemma,16,1677,50,2,32,1,24517,502,25019,22.945270998003252,1090.3771850058868,0.0663125,0.0026504856309205005,0.00414453125,0.002072265625,0.0612925,0.00502,0.009560529582501356,0.0003821307639194755,0.0005975330989063348,0.0002987665494531674,0.006373686388334237,0.05675197041749864,6.9360697467399515,0.0663125,0.0026504856309205005,0.00414453125,0.002072265625,both,93,16,1677,2
nolh_docs17_chunk1969_q1,gemma3:1b,embeddinggemma,17,1969,50,1,17,1,17222,1241,18463,37.01079058101459,498.85451540370383,0.055465,0.0030041163407896875,0.0032626470588235294,0.0032626470588235294,0.043055,0.012410000000000001,0.015421162742089413,0.0008352468581535727,0.0009071272201229066,0.0009071272201229066,0.010280775161392941,0.04004383725791059,3.59668080336237,0.055465,0.0030041163407896875,0.0032626470588235294,0.0032626470588235294,both,94,17,1969,1
nolh_docs24_chunk1602_q4,gemma3:1b,embeddinggemma,24,1602,50,4,96,1,61797,1392,63189,45.49704295299307,1388.8594928089287,0.1684125,0.0026652186298248112,0.0070171875,0.001754296875,0.1544925,0.01392,0.01895710123041378,0.00030000634968766366,0.0007898792179339074,0.00019746980448347685,0.012638067486942519,0.14945539876958622,8.883874066664148,0.1684125,0.0026652186298248112,0.0070171875,0.001754296875,both,95,24,1602,4
nolh_docs31_chunk889_q5,gemma3:1b,embeddinggemma,31,889,50,5,155,1,95603,2265,97868,67.01660737399659,1460.3544380250767,0.2616575,0.002673575632484571,0.008440564516129031,0.0016881129032258063,0.23900749999999998,0.02265,0.027923586405831917,0.00028531886220043237,0.0009007608518010296,0.00018015217036020591,0.01861572427055461,0.23373391359416806,9.370483296706904,0.2616575,0.002673575632484571,0.008440564516129031,0.0016881129032258063,both,96,31,889,5
nolh_docs22_chunk596_q5,gemma3:1b,embeddinggemma,22,596,50,5,110,1,67901,1570,69471,47.78939316802278,1453.690775184084,0.1854525,0.00266949518504124,0.00842965909090909,0.0016859318181818182,0.1697525,0.015700000000000002,0.019912247153342826,0.0002866267529378133,0.0009051021433337647,0.00018102042866675297,0.013274831435561883,0.16554025284665716,9.313489259742672,0.1854525,0.00266949518504124,0.00842965909090909,0.0016859318181818182,both,97,22,596,5
nolh_docs17_chunk3704_q5,gemma3:1b,embeddinggemma,17,3704,50,5,84,1,52246,1187,53433,37.19870345899105,1436.421031687465,0.142485,0.0026666105215877828,0.008381470588235294,0.00169625,0.130615,0.01187,0.015499459774579602,0.0002900727972335373,0.0009117329279164472,0.0001845173782688048,0.010332973183053068,0.1269855402254204,9.192901047666656,0.142485,0.0026666105215877828,0.008381470588235294,0.00169625,both,98,17,3704,5
nolh_docs44_chunk1313_q10,gemma3:1b,embeddinggemma,44,1313,50,10,430,1,243370,5750,249120,144.2490182099723,1727.0134874497032,0.665925,0.002673109344894027,0.015134659090909091,0.0015486627906976743,0.608425,0.0575,0.060103757587488454,0.0002412642806177282,0.0013659944906247376,0.00013977618043601965,0.0400691717249923,0.6058212424125116,11.07959014094358,0.665925,0.002673109344894027,0.015134659090909091,0.0015486627906976743,both,99,44,1313,10
